CENTRAL ID,Author(s),Title,Source,Year,Abstract,Volume,Issue,Pages,Database Name,PubMed ID,Embase ID,CTgov ID,CINAHL ID,ICTRP ID,Publication Type,Keywords,DOI,URL,Cochrane Review Group Code
"CN-03038229","Gogoi, P; Singh, SAK; Roy, J; Bhattacharjee, NP","Quadriceps Tendon Versus Hamstring Tendon Autograft for Anterior Cruciate Ligament Reconstruction: a Randomized Controlled Study","International journal of medical science and advanced clinical research (IJMACR)","2026","Background: Anterior cruciate ligament (ACL) reconstruction commonly uses hamstring tendon (HT) and quadriceps tendon (QT) autografts, but direct comparisons of their outcomes are limited. Aims: To compare functional outcomes, knee stability, pain levels, strength recovery, and complication rates between HT and QT autografts in ACL reconstruction. Methods: A prospective, comparative study was conducted on 30 patients aged 18–50 years with primary ACL tears at a tertiary care center. Patients were randomly assigned to HT or QT autograft groups. Functional outcomes (Lysholm, IKDC scores), knee stability (Pivot Shift, Lachman tests), and pain (VAS) were assessed preoperatively and at 2, 6, 12 weeks and 6, 12 months postoperatively. Results: At 6 months, 60% showed no Pivot Shift instability and 76.7% had no Lachman laxity. The QT group demonstrated slightly better functional outcomes (Lysholm 91.93, IKDC 89.27) compared to the HT group (Lysholm 87.53, IKDC 85.93). Both groups had an average return to activity time of 6.7 months with no graft failures or reoperations. Conclusion: Both HT and QT autografts offer reliable outcomes for ACL reconstruction with good knee stability and minimal complications. The QT autograft showed a slight advantage in functional recovery but overall, both grafts are effective options..","9","3","1‐8","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 2038263477",,,,"Journal article","*anterior cruciate ligament; *anterior cruciate ligament reconstruction; *autograft; *hamstring tendon; *knee instability; *quadriceps tendon; *tendon graft; Adult; Article; Clinical article; Cohort analysis; Complication; Controlled study; Female; Graft failure; Human; Major clinical study; Male; Randomized controlled trial; Reoperation; Surgery; Tertiary care center",,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-03038229/full",
"CN-01905892","ACTRN12618001520224,","Hamstring Tendon Autograft versus Quadriceps Tendon Autograft for Anterior Cruciate Ligament Reconstruction: a Randomised Controlled Trial","https://trialsearch.who.int/Trial2.aspx?TrialID=ACTRN12618001520224","2018","INTERVENTION: This is a prospective randomized controlled trial (RCT) comparing the outcome of patients undergoing primary anterior cruciate ligament reconstruction (ACLR) with either a hamstring tendon (HT) or a quadriceps tendon (QT) autograft. Patient outcomes will be collected and compared between the two surgical cohorts over a 24 month post‐operative period, and will include a range of subjective and functional outcomes, knee movement and laxity measures, patient satisfaction, and kneeling tolerance. This trial has been designed as a randomised, controlled, multicentre trial with two parallel groups. Block randomisation will be performed with a 1:1 allocation. All patients who are undergoing primary ACLR with the primary surgeon will be invited to participate in this trial. Participants will be invited to be part of the study after consultation with their surgeon, having confirmed ACL rupture by clinical examination and magnetic resonance imaging (MRI), and being scheduled for surgery. Initial contact and recruitment will be conducted by a member of the research team. Patients will undergo ACLR, under general anaesthetic. Surgery will take between 45‐90 minutes. Patients will have a standardised anaesthetic regime, consisting of a single‐shot adductor canal regional block using 0.375% ropivacaine plus 8mg dexamethasone, placed with ultrasound guidance once the patient is under general anaesthetic. If randomised to the HT graft, HT graft harvest will be obtained via a transverse incision over the pes anserinus. Semitendinosus will be harvested using a closed tendon harvester, quadrupled and prepared. The investigator's preference is to use the Arthre Xgraftlink system, enabling single HT harvest for the majority of cases. In the case of a small diam CONDITION: Anterior Cruciate Ligament Rupture; ; Anterior Cruciate Ligament Rupture Injuries and Accidents ‐ Other injuries and accidents Musculoskeletal ‐ Other muscular and skeletal disorders Surgery ‐ Surgical techniques PRIMARY OUTCOME: Post‐operative graft laxity as measured by KT‐1000 arthrometer.[ 6, 12 (primary endpoint), 24 months] SECONDARY OUTCOME: Anterior Cruciate Ligament Return to Sport after Injury (ACL‐RSI) score[ Baseline, 3, 6, 12, 24 months] International Knee Documentation Committee (IKDC) Subjective Knee Form[ Baseline, 3, 6, 12, 24 months] Knee Injury and Osteoarthritis Outcome Score (KOOS)[ Baseline, 3, 6, 12, 24 months] Knee Outcome Survey ‐ Activities of Daily Living (KOS – ADL)[ Baseline, 3, 6, 12, 24 months] Lysholm Knee Score (LKS)[ Baseline, 3, 6, 12, 24 months] Modified Cincinnati Knee Rating System Questionnaire[ Baseline, 3, 6, 12, 24 months] Perth kneeling tolerance test[ Baseline, 3, 6, 12, 24 months] Tegner Activity Scale (TAS)[ Baseline, 3, 6, 12, 24 months] Visual Analogue Pain Scale (VAS)[ 3, 6, 12, 24 months] INCLUSION CRITERIA: • The individual is between the ages of 16 and 50 years. • The individual clinically qualifies for ACLR surgery based on clinical examination and MRI. • The individual has sustained the ACL tear within the last 12 months. • The individual is not currently being treated for a psychiatric disorder, senile dementia, Alzheimer’s disease, presence of alcohol/substance abuse.",,,,"Cochrane Central Register of Controlled Trials (CENTRAL)",,,"","","ICTRP ACTRN12618001520224","Trial registry record",,,"https://www.cochranelibrary.com/central/doi/10.1002/central/CN-01905892/full",
"CN-02007563","Lind, M; Nielsen, TG; Soerensen, OG; Mygind-Klavsen, B; Faunø, P","Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial","British journal of sports medicine","2020","OBJECTIVE: We performed a randomised controlled trial (RCT) in patients undergoing ACL reconstruction (ACLR) using either quadriceps tendon graft (QT) or semitendinosus/gracilis hamstring (STG) graft. We compared subjective outcome (primary outcome) and knee stability, donor site morbidity and function (secondary outcomes). METHODS: From 2013 to 2015, we included 99 adults with isolated ACL injuries in the RCT. Fifty patients were randomised to QT grafts and 49 to STG grafts and followed for 2 years. Patient evaluated outcomes were performed by subjective International Knee Documentation Committee, Knee Injury and Osteoarthritis Outcome Score, Kujala and Tegner activity scores. Knee laxity was measured with a KT‐1000 arthrometer. Donor site morbidity was evaluated by the 'donor site‐related functional problems following ACLR score'. One‐leg hop test tested limp strength symmetry. RESULTS: At 2‐year follow‐up, there was no difference between the two graft groups regarding subjective patient outcome, knee stability and reoperations. Also, at 2 years, donor site symptoms were present in 27% of patients in the QT group and 50% of patients in the STG group. The donor site morbidity score was 14 and 22 for the QT and STG, respectively. Hop test demonstrated lower limp symmetry for QT graft than STG graft of 91% and 97% respectively. CONCLUSION: QT graft for ACLR did not result in inferior subjective outcome compared with STG graft. However, QT graft was associated with lower donor site morbidity than STG grafts but resulted in more quadriceps muscle strength deficiency than hamstring grafts. Both graft types had similar knee stability outcome. TRIAL REGISTRATION NUMBER: NCT02173483.","54","3","183‐187","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 31704697","EMBASE 629812714","","","","Journal article","*anterior cruciate ligament reconstruction; *clinical outcome; *hamstring tendon; *prospective study; *quadriceps tendon; *semitendinous muscle; *tendon graft; Adult; Anterior Cruciate Ligament Injuries [rehabilitation, surgery]; Anterior Cruciate Ligament Reconstruction [*methods]; Anterior cruciate ligament injury; Arthrometer; Article; Controlled study; Documentation; Donor site; Exercise Test; Female; Follow up; Hamstring Muscles; Human; Humans; Joint Instability; Knee Injury and Osteoarthritis Outcome Score; Knee instability; Major clinical study; Male; Morbidity; Muscle Strength; Muscle strength; Muscle training; Prospective Studies; Quadriceps Muscle; Randomized controlled trial; Reoperation; Tegner activity score; Tendons [*transplantation]; Treatment Outcome; Young Adult","10.1136/bjsports-2019-101000","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02007563/full",
"CN-02273422","Irrgang, JJ; Tashman, S; Patterson, CG; Musahl, V; West, R; Oostdyk, A; Galvin, B; Poploski, K; Fu, FH","Anatomic single vs. double-bundle ACL reconstruction: a randomized clinical trial-Part 1: clinical outcomes","Knee surgery, sports traumatology, arthroscopy","2021","PURPOSE: Compare clinical outcomes of anatomic single‐bundle (SB) to anatomic double‐bundle (DB) anterior cruciate ligament reconstruction (ACLR). It was hypothesized that anatomic DB ACLR would result in better International Knee Documentation Committee Subjective Knee Form (IKDC‐SKF) scores and reduced anterior and rotatory laxity compared to SB ACLR. METHODS: Active individuals between 14 and 50 years of age that presented within 12 months of injury were eligible to participate. Individuals with prior injury or surgery of either knee, greater than a grade 1 concomitant knee ligament injury, or ACL insertion sites less than 14 mm or greater than 18 mm were excluded. Subjects were randomized to undergo SB or DB ACLR with a 10 mm‐wide quadriceps tendon autograft harvested with a patellar bone block and were followed for 24 months. The primary outcome measures included the IKDC‐SKF and KT‐1000 (side to side difference) and pivot shift tests. Other secondary outcomes included measures of sports activity and participation, range of motion (ROM) and re‐injury. RESULTS: Enrollment in the study was suspended due to patellar fractures related to harvest of the patellar bone plug. At that time, 57 subjects had been randomized (29 DB) and two‐year follow‐up was attained from 51 (89.5%). At 24‐month follow‐up there were no between‐group differences detected for the primary outcomes. Twenty‐one (77.8%) DB's and 20 (83.3%) SB's reported returning to pre‐injury sports 2 years after surgery (n.s) Three subjects (2 DB's, 5.3% of total) sustained a graft rupture and 5 individuals (4 SB's, 8.8% of total) had a subsequent meniscus injury. CONCLUSIONS: Due to the early termination of the study, there were no detectable differences in clinical outcome between anatomic SB and DB ACLR when performed with a quadriceps tendon autograft with a bone block in individuals with ACL insertion sites that range from 14 to 18 mm. LEVEL OF EVIDENCE: Level 2.","29","8","2665‐2675","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 33970295","EMBASE 635005770",,,,"Journal article","*anterior cruciate ligament reconstruction; *clinical outcome; *outcome assessment; Adolescent; Anterior Cruciate Ligament Injuries [surgery]; Anterior Cruciate Ligament Reconstruction; Arthrometer; Article; Bone plug; Controlled study; Documentation; Female; Follow up; Human; Humans; Infant; Knee Injuries [surgery]; Knee Joint [surgery]; Knee ligament injury; Knee meniscus rupture; Major clinical study; Male; Patella fracture; Prospective Studies; Quadriceps tendon; Randomized controlled trial; Range of Motion, Articular; Range of motion; Sport injury; Tendon graft; Treatment Outcome","10.1007/s00167-021-06585-w","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02273422/full",
"CN-02585052",,"A Randomised Controlled Trial Comparing Hamstring Tendon Versus Quadriceps Tendon Autograft In Anterior Cruciate Ligament Reconstruction: 2-Year Clinical Results","Journal of ISAKOS","2023","Abstract ID# 22064 All Authors: Ross Radic MBBS FRACS (Ortho) FAOrthA AUSTRALIA Nicholas Calvert MBBS FRACS (Ortho) FAOrthA AUSTRALIA Jay R. Ebert PhD AUSTRALIA Summary: Quadriceps autograft tendon shows similar 2 year clinical results, patient reported outcomes and return to sport rates compared with hamstrings autografts used for anterior cruciate ligament reconstruction in the athletic population. Data: Background: Numerous graft options are reported when undertaking anterior cruciate ligament reconstruction (ACLR), though a lack of high‐quality evidence exists comparing quadriceps (QT) and hamstrings (HT) autografts. Purpose: To investigate patient outcomes in patients undergoing HT versus QT ACLR. Study Design: Randomized controlled clinical trial. Methods: Following recruitment and randomization, 112 patients (HT=55, QT=57) underwent ACLR. Patients were assessed pre‐ and post‐operatively (6 weeks and 3, 6, 12 and 24 months) with a range of patient‐reported outcome measures (PROMs), graft laxity (KT‐1000), active knee flexion and extension range of motion (ROM), peak isokinetic knee extensor and flexor strength and a 6‐hop performance battery. Limb Symmetry Indices (LSIs) were calculated for strength and hop measures. Secondary procedures, ACL re‐tears and contralateral ACL tears were reported. Results: No group differences (p?0.05) were observed in demographics, injury or surgery history. All PROMs and knee ROM measures significantly improved (p<0.0001) though, apart from the Anterior Cruciate Ligament Return to Sport after Injury (ACL‐RSI) score which was significantly better (p<0.05) in the HT group at 3, 6 and 12 months, no other group differences (p?0.05) were observed. No group differences were observed in side‐to‐side laxity (p=0.407), while there was no significant change in laxity from 6 to 24 months (p=0.105). While the HT group demonstrated significantly greater (p<0.05) quadriceps strength LSIs at 6 and 12 months, the QT group demonstrated significantly greater (p<0.05) hamstrings strength LSIs at 6, 12 and 24 months. The HT group demonstrated significantly greater (p<0.05) LSIs for the single horizontal (6 months), lateral (6 and 12 months) and medial (6 months) hop tests for distance. Up until 24‐months, 1 patient (QT at 22 months) had suffered a re‐tear, with 2 contralateral ACL tears (QT at 19 months, HT at 23 months). Secondary procedures included 5 in the HT group (MUA, notch debridement, meniscal repair) and 6 in the QT group (MUA, notch debridement, meniscal repair, tibial tubercle transfer, osteochondral autologous transplantation). Conclusions: The two autograft groups compared well for PROMs (apart from the ACL‐RSI), knee ROM and laxity. However, greater hamstring strength LSIs were observed for the QT cohort, with greater quadriceps strength (and hop test) LSIs in the HT cohort. Longer‐term review will continue to evaluate RTS and later‐stage re‐injury between the two graft constructs.","8",,"S47","Cochrane Central Register of Controlled Trials (CENTRAL)",,"EMBASE 2025025274",,,,"Journal article; Conference proceeding","*anterior cruciate ligament reconstruction; *hamstring tendon; *quadriceps tendon; *tendon graft; Adult; Anterior cruciate ligament rupture; Arthrometer; Australia; Autograft; Autotransplantation; Conference abstract; Debridement; Demographics; Female; Hamstring muscle; Human; Knee function; Knee injury; Major clinical study; Male; Meniscal repair; Muscle training; Outcome assessment; Patient‐reported outcome; Quadriceps femoris muscle; Randomization; Randomized controlled trial; Range of motion; Return to sport; Surgery; Tibial tubercle osteotomy","10.1016/j.jisako.2023.03.124","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02585052/full",
"CN-02906874","Yadav, AK; Sharma, A; Paul, N; Bhakhar, A; Sarkar, B; Azam, MQ","Quadriceps versus hamstrings autograft in anterior cruciate ligament reconstruction: a randomized control trial","European journal of orthopaedic surgery &amp; traumatology: orthopedie traumatologie","2025","PURPOSE: The use of quadriceps tendon (QT) autograft is on the rise owing to its specific attributes, such as predictable size, lower graft failure rate, and less donor site morbidity. The hypothesis for the current study is that ACL reconstruction using QT autograft results in better clinical outcomes than hamstrings tendon (HT). METHODS: Patients underwent a single‐bundle, all‐inside ACL reconstruction after being randomized into QT and HT groups. At 12 months, objective outcomes (Lachman test, anterior drawer test, pivot shift test, and side‐to‐side anterior translation measurement with KT‐1000) and subjective outcomes (Lysholm and KOOS scores) were evaluated, along with donor site morbidity and graft failure. RESULTS: Sixty‐nine patients (QT: 33, HT: 36) were included in the final analysis. At 12 month follow‐up, a negative Lachman test was found in 72.7% of cases in the QT group and 41.6% in the HT group (p = 0.04). Positive pivot shift was more frequent in the HT group (13.9% vs. 0%, p = 0.27), while KT‐1000 showed greater anterior translation in the HT group than QT (3.77 ± 2.01 vs. 2.73 ± 1.64 mm, p = 0.23). Lysholm (92.4 vs. 88.2, p = 0.008) and KOOS (94.1 vs. 89.6, p = 0.01) scores were higher in the QT group. The only case of graft failure occurred in the HT group, which also had more sensory hypoesthesia (30.5%), while one patient in the QT group developed stiffness requiring arthrolysis. CONCLUSION: Quadriceps tendon autograft in ACL reconstruction offers superior translational stability and reduced donor site morbidity, with comparable PROMs and a trend toward improved rotational stability. CTRI REGISTRATION NUMBER: CTRI/2023/07/055894. EVIDENCE LEVEL: Level 1, Randomized Controlled Study.","35","1","395","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 40944765",,,,,"Journal article","*Anterior Cruciate Ligament Injuries [surgery]; *Anterior Cruciate Ligament Reconstruction [adverse effects, methods]; *Hamstring Tendons [transplantation]; *Quadriceps Muscle [transplantation]; *Tendons [transplantation]; Adolescent; Adult; Autografts; Female; Humans; Male; Transplantation, Autologous [methods]; Treatment Outcome; Young Adult","10.1007/s00590-025-04510-2","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02906874/full",
"CN-00989426","Lund, B; Nielsen, T; Faunø, P; Christiansen, SE; Lind, M","Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study","Arthroscopy","2014","PURPOSE: The purpose of this randomized controlled study was to compare knee stability, kneeling pain, harvest site pain, sensitivity loss, and subjective clinical outcome after primary anterior cruciate ligament (ACL) reconstruction with either bone‐patellar tendon‐bone (BPTB) or quadriceps tendon‐bone (QTB) autografts in a noninferiority study design. METHODS: From 2005 to 2009, a total of 51 patients were included in the present study. Inclusion criteria were isolated ACL injuries in adults. Twenty‐five patients were randomized to BPTB grafts and 26 to QTB grafts. An independent examiner performed follow‐up evaluations 1 and 2 years postoperatively. Anteroposterior knee laxity was measured with a KT‐1000 arthrometer (MEDmetric, San Diego, CA). Anterior knee pain was assessed clinically and by knee‐walking ability. Knee Injury and Osteoarthritis Outcome Score (KOOS) and subjective International Knee Documentation Committee (IKDC) score were used for patient‐evaluated outcome. RESULTS: Anterior knee laxity was equal between the 2 groups with KT‐1000 values of 1.1 ± 1.4 mm and 0.8 ± 1.7 mm standard deviation (SD) at follow‐up in QTB and BPTB groups, respectively (P = .65), whereas positive pivot shift test results were seen less frequently (14% compared with 38%, respectively; P = .03). Anterior kneeling pain, evaluated by the knee walking ability test, was significantly less in the QTB group, with only 7% of patients grading knee walking as difficult or impossible compared with 34% in the BPTB group. At 1 and 2 years' follow‐up, there was no difference between the 2 groups in subjective patient‐evaluated outcome. The IKDC score was 75 ± 13 patients and 76 ± 16 SD at 1‐year follow‐up in QTB and BPTB groups, respectively (P = .78). At 2 years, 12 patients were lost to follow‐up, resulting in 18 in the BPTB group and 21 in the QTB group. CONCLUSIONS: The use of the QTB graft results in less kneeling pain, graft site pain, and sensitivity loss than seen with BPTB grafts; however, similar anterior knee stability and subjective outcomes are seen. The results of this study show that QTB is a viable option for ACL reconstruction. LEVEL OF EVIDENCE: Level II, randomized controlled clinical trial.","30","5","593‐598","Cochrane Central Register of Controlled Trials (CENTRAL)","PUBMED 24630956","EMBASE 53053519",,,,"Journal article","*patella tendon; *quadriceps tendon; *tendon graft; Adolescent; Adult; Anterior Cruciate Ligament Injuries; Anterior Cruciate Ligament Reconstruction [*adverse effects, *methods, rehabilitation]; Anterior Cruciate Ligament [*surgery]; Anterior cruciate ligament injury/rh [Rehabilitation]; Anterior cruciate ligament injury/su [Surgery]; Anterior cruciate ligament reconstruction; Antibiotic agent/dt [Drug Therapy]; Antibiotic agent/iv [Intravenous Drug Administration]; Arthralgia [diagnosis, etiology, physiopathology]; Arthrometer; Article; Controlled study; Female; Follow‐Up Studies; Graft dysfunction/co [Complication]; Human; Humans; Intermethod comparison; International Knee Documentation Committee score; Joint Instability [*diagnosis, etiology, physiopathology]; Kinesiotherapy; Knee Injuries [surgery]; Knee Injury and Osteoarthritis Outcome Score; Knee Joint [physiopathology]; Knee instability; Knee pain/co [Complication]; Major clinical study; Male; Middle Aged; Named inventories, questionnaires and rating scales; Patellar Ligament [*transplantation]; Physical Therapist Assistants; Postoperative period; Prospective Studies; Quadriceps Muscle [transplantation]; Quality of life; Randomized controlled trial; Range of Motion, Articular; Range of motion; Reoperation; Superinfection/co [Complication]; Superinfection/dt [Drug Therapy]; Treatment Outcome; Treatment outcome; Walking; Young Adult","10.1016/j.arthro.2014.01.012","https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00989426/full",
